"OSEBuildingID","DataYear","BuildingType","PrimaryPropertyType","PropertyName","Address","City","State","ZipCode","TaxParcelIdentificationNumber","CouncilDistrictCode","Neighborhood","Latitude","Longitude","YearBuilt","NumberofBuildings","NumberofFloors","PropertyGFATotal","PropertyGFAParking","PropertyGFABuilding.s.","ListOfAllPropertyUseTypes","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","YearsENERGYSTARCertified","ENERGYSTARScore","SiteEUI.kBtu.sf.","SiteEUIWN.kBtu.sf.","SourceEUI.kBtu.sf.","SourceEUIWN.kBtu.sf.","SiteEnergyUse.kBtu.","SiteEnergyUseWN.kBtu.","SteamUse.kBtu.","Electricity.kWh.","Electricity.kBtu.","NaturalGas.therms.","NaturalGas.kBtu.","ComplianceStatus","TotalGHGEmissions","GHGEmissionsIntensity"
22834,2016,"NonResidential","K-12 School","University Child Development School","5040 9th Ave NE","Seattle","WA",98105,"2862100610",4,"NORTHEAST",47.66665,-122.31818,2004,3,2,31343,0,31343,"K-12 School","K-12 School",51515,"",NA,"",NA,NA,"5",74.69999695,83,144.8999939,153.6999969,3846501.25,4277566,0,480403,1639135,22073.66016,2207366,"Compliant",128.66,4.1
22836,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Granada Condominiums","5025 California Ave SW","Seattle","WA",98136,"2863000000",1,"SOUTHWEST",47.55667,-122.3874,1980,1,4,34142,0,34142,"Multifamily Housing","Multifamily Housing",34142,"",NA,"",NA,NA,"79",22.39999962,24,70.30000305,75.30000305,764832.6875,818431.6875,0,224159.5938,764833,0,0,"Compliant",5.33,0.16
22838,2016,"Multifamily MR (5-9)","Mid-Rise Multifamily","The Grande","601 W Mercer Place","Seattle","WA",98119,"2867200000",7,"MAGNOLIA / QUEEN ANNE",47.62531,-122.36513,1995,1,5,32927,415,32512,"Multifamily Housing","Multifamily Housing",32927,"",NA,"",NA,NA,"62",34.5,36.70000076,78.59999847,82,1137513.625,1208117.875,0,195323.4063,666443,4710.700195,471070,"Compliant",29.66,0.9
22839,2016,"Multifamily HR (10+)","High-Rise Multifamily","Grandview Condominiums","2201 3rd Av","Seattle","WA",98121,"2867400000",7,"DOWNTOWN",47.61388,-122.34405,1979,1,27,117069,0,117069,"Multifamily Housing, Parking, Retail Store, Swimming Pool","Multifamily Housing",164210,"Parking",25600,"Retail Store",6200,NA,"",34.90000153,38.40000153,108.5999985,119.4000015,5952875,6547260,0,1718634.75,5863982,888.9199829,88892,"Compliant",45.6,0.39
22840,2016,"Multifamily MR (5-9)","Mid-Rise Multifamily","Grandview Plaza Condominiums","4528 8th Ave NE","Seattle","WA",98105,"2867600000",4,"NORTHEAST",47.66206,-122.31924,1996,1,6,30713,0,30713,"Multifamily Housing, Office","Multifamily Housing",21454,"Office",4139,"",NA,NA,"",30.60000038,33.40000153,73.80000305,78.19999695,783651.5,855469.875,0,149314.5938,509461,2741.899902,274190,"Compliant",18.11,0.59
22850,2016,"Multifamily MR (5-9)","Mid-Rise Multifamily","Green Lake Condominium","7020 Woodlawn Ave NE","Seattle","WA",98115,"2878900000",6,"NORTHWEST",47.67946,-122.32427,2003,1,6,125774,0,125774,"Food Sales, Food Service, Medical Office, Multifamily Housing, Other","Multifamily Housing",79586,"Other",12051,"Food Sales",3764,NA,"",27.29999924,27.29999924,80.80000305,80.80000305,2735056,2735056,0,731310.1875,2495230,2398.25,239825,"Compliant",30.13,0.24
22860,2016,"NonResidential","Mixed Use Property","Lakeside Plaza","7900 East Greenlake Drive North","Seattle","WA",98103,"2886200375",6,"NORTHWEST",47.68582,-122.33709,1996,1,3,55912,22850,33062,"Office, Parking, Retail Store","Parking",24052,"Office",23501,"Retail Store",9561,NA,"",74.09999847,74.09999847,232.6999969,232.6999969,2450442.75,2450442.75,0,718183.625,2450443,0,0,"Compliant",17.08,0.31
22863,2016,"NonResidential","Other","Max Performance","4220 22nd Ave W","Seattle","WA",98199,"2771100555",7,"MAGNOLIA / QUEEN ANNE",47.65843,-122.38435,1957,1,2,20294,0,20294,"Office, Other","Other",18000,"Office",2294,"",NA,NA,"",85.5,90.90000153,145.1000061,150.1000061,1735995.75,1845057.875,0,157212.0938,536408,11995.87988,1199588,"Compliant",67.45,3.32
22866,2016,"NonResidential","Small- and Mid-Sized Office","Fishermen's Commerce Building","4039 21st Ave W","Seattle","WA",98199,"2771100895",7,"MAGNOLIA / QUEEN ANNE",47.65708,-122.38383,1983,1,4,40571,10849,29722,"Office","Office",24008,"",NA,"",NA,NA,"64",53.59999847,53.59999847,168.3000031,168.3000031,1286817.375,1286817.375,0,377144.5938,1286817,0,0,"Compliant",8.97,0.22
22867,2016,"NonResidential","Small- and Mid-Sized Office","Icicle Seafoods","4019 - 21st Ave W","Seattle","WA",98199,"2771100925",7,"MAGNOLIA / QUEEN ANNE",47.65649,-122.38383,1983,1,4,41707,15659,26048,"Office, Parking","Office",41707,"Parking",12000,"",NA,NA,"78",42.09999847,42.79999924,132.1999969,134.3999939,1755788.5,1785685.5,0,514592.0938,1755788,0,0,"Compliant",12.24,0.29
22881,2016,"NonResidential","Mixed Use Property","(ID22881) INTERBAY BUILDING","3411 THORNDYKE AVE W","Seattle","WA",98119,"2771102250",7,"MAGNOLIA / QUEEN ANNE",47.65118,-122.37875,1960,1,2,57644,0,57644,"Non-Refrigerated Warehouse, Office, Other - Services","Office",20176,"Other - Services",19440,"Non-Refrigerated Warehouse",15490,NA,"",39.70000076,41.70000076,102.0999985,103.5,2189735,2300589,0,466444.8125,1591510,5982.25,598225,"Compliant",42.87,0.74
22883,2016,"NonResidential","Warehouse","Keller Supply","3209 17th Ave W","Seattle","WA",98119,"2771102515",7,"MAGNOLIA / QUEEN ANNE",47.64913,-122.37929,1955,1,2,39497,0,39497,"Non-Refrigerated Warehouse, Office","Non-Refrigerated Warehouse",25547,"Office",13950,"",NA,NA,"9",43,45.79999924,116.3000031,121.9000015,1700057.375,1809734.75,0,393924.8125,1344071,3559.859619,355986,"Compliant",28.28,0.72
22894,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","lyons gate","2632 21th ave west","Seattle","WA",98199,"2771104420",7,"MAGNOLIA / QUEEN ANNE",47.64393,-122.38313,2001,1,3,69881,0,69881,"Multifamily Housing","Multifamily Housing",69881,"",NA,"",NA,NA,"88",22.10000038,23.10000038,60.09999847,62.09999847,1544146.625,1611521.125,0,361361.1875,1232964,3111.819824,311182,"Compliant",25.12,0.36
22896,2016,"Multifamily MR (5-9)","Mid-Rise Multifamily","Gilman Terrace","2572 Gilman Dr W","Seattle","WA",98119,"2771106030",7,"MAGNOLIA / QUEEN ANNE",47.64271,-122.3755,1991,1,5,38255,18278,19977,"Multifamily Housing, Office, Parking","Multifamily Housing",39141,"Parking",18278,"Office",5047,NA,"99",21.20000076,21.20000076,66.40000153,66.40000153,934980.875,934980.875,0,274027.1875,934981,0,0,"Compliant",6.52,0.17
22899,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Raleigh House","2501 14th Av W","Seattle","WA",98119,"2771108040",7,"MAGNOLIA / QUEEN ANNE",47.64104,-122.37539,1963,1,3,21094,0,21094,"Multifamily Housing","Multifamily Housing",21094,"",NA,"",NA,NA,"78",27.70000076,29.79999924,87,93.59999847,584575.625,628589.375,0,171329.2969,584576,0,0,"Compliant",4.08,0.19
22902,2016,"Multifamily MR (5-9)","Mid-Rise Multifamily","Magnolia Court","2207 W Raye St","Seattle","WA",98199,"2771600390",7,"MAGNOLIA / QUEEN ANNE",47.64274,-122.38516,1988,1,7,28799,0,28799,"Multifamily Housing, Parking","Multifamily Housing",22694,"Parking",6105,"",NA,NA,"89",31.70000076,33.5,99.69999695,105.3000031,720516.125,761254.625,0,211171.2031,720516,0,0,"Compliant",5.02,0.17
22919,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Greenwood Plaza Condo HOA","9750 Greenwood Avenue N.","Seattle","WA",98103,"2923000000",5,"NORTHWEST",47.7012,-122.35506,1992,1,4,34813,0,34813,"Multifamily Housing, Parking","Multifamily Housing",27892,"Parking",6964,"",NA,NA,"83",31.10000038,32.90000153,97.69999695,103.1999969,867456.875,916478.3125,0,254237.0938,867457,0,0,"Compliant",6.05,0.17
22929,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Malabar Apartments","170 Melrose Ave E","Seattle","WA",98102,"2925049047",3,"EAST",47.62037,-122.32768,1961,1,4,23727,0,23727,"Multifamily Housing","Multifamily Housing",23727,"",NA,"",NA,NA,"57",33.70000076,36.20000076,106,113.8000031,800626.6875,859684.6875,0,234650.2031,800626,0,0,"Compliant",5.58,0.24
22930,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","The Hawaiian Apartment","235 Bellevue Ave E","Seattle","WA",98102,"2925049048",3,"EAST",47.62037,-122.32705,1959,1,4,22992,0,22992,"Multifamily Housing","Multifamily Housing",22992,"",NA,"",NA,NA,"44",31.29999924,33.09999847,98.19999695,104.0999985,719272.875,762182,0,210806.7969,719273,0,0,"Compliant",5.01,0.22
22932,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Viewmont Apartments","219 Bellevue Ave E","Seattle","WA",98102,"2925049052",3,"EAST",47.62017,-122.3272,1958,1,3,27852,0,27852,"Multifamily Housing","Multifamily Housing",27852,"",NA,"",NA,NA,"82",29.60000038,31.70000076,92.90000153,99.5,824320.1875,882407.3125,0,241594.4063,824320,0,0,"Compliant",5.75,0.21
22934,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Chardonnay Apartments","203 Bellevue Avenue East","Seattle","WA",98102,"2925049066",3,"EAST",47.61967,-122.327,1906,1,3,24560,0,24560,"Multifamily Housing","Multifamily Housing",20235,"",NA,"",NA,NA,"23",38,41.5,88.19999695,98.5,768755.125,840253.5,0,137169.4063,468022,3007.329834,300733,"Compliant",19.23,0.78
22936,2016,"Nonresidential COS","Other","Seattle Asian Art Museum","1400 E Prospect","Seattle","WA",98112,"2925049087",3,"EAST",47.6303,-122.3142,1932,1,1,33087,0,33087,"Other - Entertainment/Public Assembly","Other - Entertainment/Public Assembly",53776,"",NA,"",NA,NA,"",66,73.40000153,125.4000015,133.1000061,3548858.25,3944599.75,0,422960.3125,1443141,21057.17383,2105717,"Compliant",121.9,3.68
22938,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","JENSEN BLOCK APARTMENTS","1320 MERCER ST/601 EASTLAKE AVE E","Seattle","WA",98109,"2925049097",7,"LAKE UNION",47.62463,-122.32953,1908,1,3,29970,0,29970,"Multifamily Housing","Multifamily Housing",29970,"",NA,"",NA,NA,"100",19.79999924,21.5,22.70000076,24.39999962,594139.125,645334.125,0,7727.200195,26365,5677.740234,567774,"Compliant",30.34,1.01
22939,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Northgate Apartments","11060 2nd Ave NE","Seattle","WA",98125,"2926049011",5,"North",47.7099,-122.32705,1951,1,2,143498,0,143498,"Multifamily Housing","Multifamily Housing",143498,"",NA,"",NA,NA,"99",51.59999847,60.70000076,59.79999924,69.40000153,7405070,8710096,0,112567.1016,384079,70209.90625,7020991,"Compliant",375.56,2.62
22940,2016,"NonResidential","Small- and Mid-Sized Office","MERIDIAN NORTH OFFICE BUILDING","10740 MERIDIAN AVE N","Seattle","WA",98133,"2926049018",5,"NORTHWEST",47.70793,-122.33316,1982,1,2,27574,0,27574,"Office","Office",27574,"",NA,"",NA,NA,"73",43.90000153,45.09999847,137.8999939,141.6000061,1211349.25,1243709.625,0,355026.0938,1211349,0,0,"Compliant",8.44,0.31
22941,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Galleria Apartment Homes","10500 Meridian Avenue North","Seattle","WA",98133,"2926049021",5,"NORTHWEST",47.70549,-122.3336,1968,1,4,227233,0,227233,"Multifamily Housing","Multifamily Housing",235590,"",NA,"",NA,NA,"84",22,22.79999924,69,71.59999847,5176196.5,5371872,0,1517056.25,5176196,0,0,"Compliant",36.09,0.16
22943,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","North Court Apartments","2237 N 106th ST","Seattle","WA",98133,"2926049023",5,"NORTHWEST",47.70552,-122.33074,1986,1,4,123841,0,123841,"Multifamily Housing","Multifamily Housing",81462,"",NA,"",NA,NA,"65",33.5,35.09999847,98.69999695,103.0999985,2733003.75,2855580.5,0,724860.875,2473225,2597.780029,259778,"Compliant",31.04,0.25
22951,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","BLDG 2 (11309 8th Ave NE)","11309 8th Ave NE","Seattle","WA",98125,"2926049034",5,"North",47.71095,-122.3217,1977,1,3,24288,0,24288,"Multifamily Housing","Multifamily Housing",24288,"",NA,"",NA,NA,"75",24.70000076,26.20000076,77.5,82.30000305,599591.625,636575.1875,0,175730.2031,599591,0,0,"Compliant",4.18,0.17
22953,2016,"NonResidential","Retail Store","Tux Shop","10716 5th Ave NE","Seattle","WA",98125,"2926049039",5,"NORTH",47.70747,-122.32249,1965,1,1,24982,0,24982,"Retail Store","Retail Store",24982,"",NA,"",NA,NA,"99",13.39999962,13.39999962,42.09999847,42.09999847,335245,335245,0,98254.70313,335245,0,0,"Error - Correct Default Data",2.34,0.09
22954,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Citi Gate Apartments","11355 3rd Avenue NE","Seattle","WA",98125,"2926049050",5,"North",47.7112,-122.32703,1987,1,3,112424,0,112424,"Multifamily Housing, Parking","Multifamily Housing",82706,"Parking",1500,"",NA,NA,"90",29.70000076,31.20000076,93.19999695,98.09999847,2455923.5,2583857.25,0,719789.875,2455923,0,0,"Compliant",17.12,0.15
22955,2016,"NonResidential","Senior Care Community","Foundation House at Northgate","11301 3rd Ave NE","Seattle","WA",98125,"2926049051",5,"North",47.71069,-122.32674,1998,1,5,43661,0,43661,"Parking, Senior Care Community","Senior Care Community",43661,"Parking",0,"",NA,NA,"4",90.19999695,94.90000153,225.8999939,238.8000031,3936421.5,4141925,0,803544.875,2741695,11947.25977,1194726,"Compliant",82.57,1.89
22956,2016,"Multifamily LR (1-4)","Senior Care Community","Northgate Plaza","11030 5th Ave NE","Seattle","WA",98125,"2926049055",5,"North",47.70973,-122.32269,1992,1,4,94711,0,94711,"Senior Care Community","Senior Care Community",94717,"",NA,"",NA,NA,"36",48.20000076,49.29999924,118,121.3000031,4567879,4668274.5,0,894650.1875,3052546,15153.32031,1515332,"Compliant",101.76,1.07
22957,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","McGuire Court Apartments","10740 8th AVE NE","Seattle","WA",98125,"2926049063",5,"NORTH",47.70776,-122.32015,1986,1,4,56996,0,56996,"Multifamily Housing, Parking","Multifamily Housing",41685,"Parking",10504,"",NA,NA,"56",32.70000076,34.70000076,102.8000031,109,1364214.75,1446890.75,0,399828.4063,1364215,0,0,"Compliant",9.51,0.17
22958,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","The Town and Country Apartments","12340 Roosevelt Way NE","Seattle","WA",98125,"2926049074",5,"North",47.71894,-122.31769,1963,1,3,79014,0,79014,"Multifamily Housing, Parking","Multifamily Housing",81722,"Parking",0,"",NA,NA,"70",27.89999962,29.20000076,87.5,91.80000305,2278160,2390304.25,0,667690.375,2278160,0,0,"Compliant",15.88,0.2
22961,2016,"Multifamily MR (5-9)","Senior Care Community","Northaven Assisted Living","531  NE  112th St","Seattle","WA",98125,"2926049089",5,"North",47.70939,-122.32178,1992,1,5,21620,0,21620,"Office, Senior Care Community","Senior Care Community",22000,"Office",2400,"",NA,NA,"",80.40000153,85.30000305,153.6999969,159.5,1962351.25,2080406.25,0,236904.2031,808317,11540.33984,1154034,"Compliant",66.93,3.1
22962,2016,"NonResidential","Small- and Mid-Sized Office","Northgate Meridian Bldg","2111 N Northgate Way","Seattle","WA",98133,"2926049094",5,"NORTHWEST",47.70842,-122.3332,1987,1,3,76105,27307,48798,"Office","Office",76105,"",NA,"",NA,NA,"91",32.5,34.09999847,102,107.0999985,2472350.25,2596383.25,0,724604.3125,2472350,0,0,"Compliant",17.24,0.23
22964,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Roosevelt Ridge D-F","12012 10th Place NE","Seattle","WA",98125,"2926049130",5,"North",47.7166,-122.31702,1989,1,3,21422,0,21422,"Multifamily Housing","Multifamily Housing",21422,"",NA,"",NA,NA,"75",28.5,30,89.5,94.30000305,610744.6875,643295,0,178999,610745,0,0,"Compliant",4.26,0.2
22971,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","LYNNYALE","2245 Yale Ave E","Seattle","WA",98102,"2902200445",4,"LAKE UNION",47.63958,-122.3275,1928,1,3,20384,0,20384,"Multifamily Housing","Multifamily Housing",20384,"",NA,"",NA,NA,"100",32,32.70000076,52.29999924,53,653175.8125,666623.125,0,53214.19922,181567,4716.089844,471609,"Compliant",26.31,1.29
22983,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Villa Anita Apartments","2231 Franklin Avenue East","Seattle","WA",98102,"2902200595",4,"LAKE UNION",47.63935,-122.32497,1977,1,3,20383,0,20383,"Multifamily Housing, Parking","Multifamily Housing",20383,"Parking",768,"",NA,NA,"",21.20000076,22.79999924,66.5,71.59999847,431815.6875,464698.1875,0,126557.8984,431816,0,0,"Compliant",3.01,0.15
23006,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","BLDG 1 (11319 8th  Ave NE)","11319 8th Ave NE","Seattle","WA",98125,"2926049148",5,"North",47.71095,-122.321,1976,1,3,24288,0,24288,"Multifamily Housing","Multifamily Housing",24288,"",NA,"",NA,NA,"67",26.29999924,28.10000038,82.69999695,88.30000305,639407.375,682668,0,187399.5938,639407,0,0,"Compliant",4.46,0.18
23008,2016,"NonResidential","Mixed Use Property","Display Supply Inc","11201 Roosevelt Way NE","Seattle","WA",98125,"2926049163",5,"North",47.70983,-122.31865,1952,1,2,32009,0,32009,"Non-Refrigerated Warehouse, Office, Retail Store","Non-Refrigerated Warehouse",17500,"Retail Store",15770,"Office",4000,NA,"",53.59999847,58.40000153,131.5,136.6000061,1998725.25,2177737,0,393022.5938,1340993,6577.320313,657732,"Compliant",44.28,1.38
23009,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","BLDG 3 (11223 8th Ave NE)","11223 8th Ave NE","Seattle","WA",98125,"2926049166",5,"North",47.71054,-122.32101,1979,1,3,24552,0,24552,"Multifamily Housing","Multifamily Housing",24552,"",NA,"",NA,NA,"46",28.70000076,30.70000076,90.19999695,96.30000305,705262.125,753369.5,0,206700.5,705262,0,0,"Compliant",4.92,0.2
23010,2016,"Multifamily MR (5-9)","Mid-Rise Multifamily","Cedarvale House","11050 8th Ave NE","Seattle","WA",98125,"2926049178",5,"North",47.71025,-122.3202,1970,1,7,88340,0,88340,"Multifamily Housing","Multifamily Housing",88340,"",NA,"",NA,NA,"63",40.79999924,43.70000076,108.3000031,116.8000031,3600897.25,3858607,0,811777.5,2769785,8311.119141,831112,"Compliant",63.45,0.72
23011,2016,"NonResidential","Retail Store","Bevmo","10700 5th Ave NE","Seattle","WA",98125,"2926049223",5,"NORTH",47.70708,-122.32251,1966,1,1,41615,0,41615,"Retail Store","Retail Store",41615,"",NA,"",NA,NA,"69",45.70000076,48.09999847,143.3999939,151,1900006.25,2001296.75,0,556859.875,1900006,0,0,"Error - Correct Default Data",13.25,0.32
23017,2016,"NonResidential","Medical Office","5th Ave Professional Center","10564 5th Ave NE.","Seattle","WA",98125,"2926049266",5,"NORTH",47.70676,-122.32264,1988,1,3,28841,0,28841,"Medical Office","Medical Office",28841,"",NA,"",NA,NA,"55",50.59999847,52.90000153,122.4000015,123.5999985,1459199.75,1525049.625,0,279989.5938,955324,5038.75,503875,"Compliant",33.42,1.16
23020,2016,"NonResidential","Self-Storage Facility","Northgate Self Storage","10805 Roosevelt Way NE","Seattle","WA",98125,"2926049287",5,"NORTH",47.70782,-122.31873,1977,2,2,33344,0,33344,"Office, Parking, Self-Storage Facility","Self-Storage Facility",31360,"Office",984,"Parking",0,NA,"",3.799999952,4,12,12.60000038,123767.2031,129466.8984,0,36274.10156,123767,0,0,"Compliant",0.86,0.03
23022,2016,"Nonresidential COS","Other","Northgate Campus","10510 5th Ave NE","Seattle","WA",98125,"2926049431",5,"NORTH",47.70541,-122.32232,2005,2,1,30498,0,30498,"Other - Recreation","Other - Recreation",30498,"",NA,"",NA,NA,"",79.90000153,87,156.8999939,164.3999939,2436063,2652254.5,0,312492.9063,1066226,13698.37012,1369837,"Compliant",80.19,2.63
23025,2016,"Multifamily MR (5-9)","Senior Care Community","Northaven Retirement","11045  8th AVE  NE","Seattle","WA",98125,"2926049469",5,"North",47.70978,-122.32156,1972,1,8,124904,0,124904,"Senior Care Community","Senior Care Community",124848,"",NA,"",NA,NA,"15",53.5,57.29999924,135.8999939,146.8000031,6682175,7157025,0,1396064.625,4763373,19188.01953,1918802,"Compliant",135.11,1.08
23026,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Roosevelt Ridge Apartments","12002 Roosevelt Way NE","Seattle","WA",98125,"2926049503",5,"North",47.71625,-122.31769,1989,1,4,44645,0,44645,"Multifamily Housing, Parking","Multifamily Housing",37588,"Parking",7057,"",NA,NA,"55",34.59999847,36.40000153,108.5,114.1999969,1299001.625,1367471,0,380715.5,1299001,0,0,"Compliant",9.06,0.2
23028,2016,"Multifamily LR (1-4)","Mixed Use Property","M0010 & M0040 - The Guiry Schillestad","2101-2111 First Avenue & 92 Lenora Street","Seattle","WA",98121,"2953700000",7,"DOWNTOWN",47.61181,-122.34417,1901,1,3,44104,0,44104,"Multifamily Housing, Office, Retail Store","Multifamily Housing",21000,"Office",11100,"Retail Store",11100,NA,"",27.10000038,29.39999962,85,92.19999695,1169932.75,1268988.25,0,342887.5938,1169932,0,0,"Compliant",8.16,0.19
23031,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Alki Place Apartments","3000 60th Ave SW","Seattle","WA",98116,"2997800006",1,"SOUTHWEST",47.57749,-122.40901,1988,1,4,24711,0,24711,"Multifamily Housing","Multifamily Housing",24711,"",NA,"",NA,NA,"81",22.39999962,23.70000076,70.19999695,74.40000153,552822.125,585437.625,0,162022.9063,552822,0,0,"Compliant",3.85,0.16
23040,2016,"NonResidential","K-12 School","Holy Family School","9615 20th Ave. SW","Seattle","WA",98106,"3004800005",1,"DELRIDGE",47.51698,-122.35946,1924,1,2,42975,0,42975,"K-12 School","K-12 School",21405,"",NA,"",NA,NA,"92",44.79999924,52.5,64,74.30000305,959352,1124454.25,0,50751.69922,173165,7861.870117,786187,"Compliant",42.96,1
23047,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Halcon Condos","11556 GREENWOOD AVE N","Seattle","WA",98133,"3021700000",5,"NORTHWEST",47.71391,-122.35512,1974,1,3,21552,0,21552,"Multifamily Housing","Multifamily Housing",21552,"",NA,"",NA,NA,"58",25.60000038,26.79999924,80.40000153,84.09999847,552015.625,577043.125,0,161786.5,552016,0,0,"Compliant",3.85,0.18
23049,2016,"NonResidential","Other","Laidlaw","7739 1st Avenue S","Seattle","WA",98108,"3024049018",1,"DELRIDGE",47.53366,-122.33733,1963,1,1,23260,0,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",13075,"Office",10185,"",NA,NA,"",69.30000305,77.5,137.3999939,146.1000061,1612105.75,1803514.875,0,210955.0938,719779,8923.269531,892327,"Compliant",52.41,2.25
23050,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","The Overlook at Westridge","600 SW Kenyon St","Seattle","WA",98106,"3024049024",1,"DELRIDGE",47.53212,-122.34509,1988,1,3,298714,0,298714,"Multifamily Housing, Other","Multifamily Housing",142989,"Other",3155,"",NA,NA,"61",32.5,34.5,100,106.6999969,4746244.5,5045478.5,0,1349890.75,4605827,1404.163208,140416,"Compliant",39.57,0.13
23051,2016,"NonResidential","Small- and Mid-Sized Office","MMFS Upper Bldg","7717 Detroit Ave SW","Seattle","WA",98106,"3024049026",1,"DELRIDGE",47.53309,-122.33977,1988,1,2,30659,0,30659,"Data Center, Non-Refrigerated Warehouse, Office","Office",27262,"Non-Refrigerated Warehouse",8653,"Data Center",285,NA,"88",72.40000153,78.09999847,180.1000061,186.1999969,2619088.5,2828171.5,0,528835.875,1804388,8147,814700,"Compliant",55.85,1.82
23056,2016,"NonResidential","Other","NATIONAL SIGN","1255 WESTLAKE AVE N","Seattle","WA",98109,"3025049004",7,"MAGNOLIA / QUEEN ANNE",47.63132,-122.34136,1920,1,2,27144,0,27144,"Other","Other",27144,"",NA,"",NA,NA,"",37.29999924,41.90000153,74.5,79.40000153,1012024.313,1138349.25,0,134465.5,458796,5532.279785,553228,"Compliant",32.58,1.2
23064,2016,"NonResidential","Other","Evergreen Washelli","11111 Aurora Ave. N","Seattle","WA",98133,"3026049008",5,"NORTHWEST",47.70969,-122.34557,1970,5,1,23166,0,23166,"Other","Other",23166,"",NA,"",NA,NA,"",150,157.5,157.5,165.3999939,3475804.25,3648465.5,0,1,3,34758.00781,3475801,"Compliant",184.6,7.97
23065,2016,"NonResidential","Medical Office","Meridian Center for Health","10521 Meridian ave N","Seattle","WA",98133,"3026049025",5,"NORTHWEST",47.70558,-122.33486,1979,1,2,34759,0,34759,"Medical Office, Parking","Medical Office",44667,"Parking",0,"",NA,NA,"81",36.59999847,36.59999847,114.8000031,114.8000031,1633105.375,1633105.375,0,478635.6875,1633105,0,0,"Compliant",11.39,0.33
23071,2016,"NonResidential","Hospital","Main Hospital - All Wings","Facilities Management MS: B-120","Seattle","WA",98133,"3026049130",5,"NORTHWEST",47.71425,-122.33689,1966,8,1,415632,0,415632,"Hospital (General Medical & Surgical), Parking","Hospital (General Medical & Surgical)",483520,"Parking",266833,"",NA,NA,"85",204.6999969,207.5,400.2000122,402.1000061,98960776,100328264,0,12562766,42864158,560966.125,56096612,"Compliant",3278.11,7.89
23074,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","AKI KUROSE VILLAGE","11506 STONE AVE N","Seattle","WA",98133,"3026049140",5,"NORTHWEST",47.71244,-122.34181,1999,1,3,29810,0,29810,"Multifamily Housing, Office, Parking","Multifamily Housing",37296,"Office",40,"Parking",0,NA,"",52.09999847,54.20000076,163.5,170.1999969,1943933.625,2024134.875,0,569734.3125,1943933,0,0,"Compliant",13.55,0.45
23075,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","HALLER LAKE","13433 Roosevelt Way N","Seattle","WA",98133,"3033600000",5,"NORTHWEST",47.72659,-122.3306,1968,1,3,24163,0,24163,"Multifamily Housing","Multifamily Housing",24052,"",NA,"",NA,NA,"84",23.60000038,24.70000076,74.09999847,77.69999695,567608.625,595017.875,0,166356.5,567608,0,0,"Compliant",3.96,0.16
23076,2016,"NonResidential","Worship Facility","North Seattle Alliance Church","2150 N. 122nd Street","Seattle","WA",98133,"3034200285",5,"NORTHWEST",47.71745,-122.33221,1965,1,2,44719,0,44719,"Medical Office, Office, Worship Facility","Worship Facility",45909,"Medical Office",1025,"Office",972,NA,"",33.70000076,37.20000076,66.09999847,71,1614026.25,1781436.375,0,206530.2031,704681,9093.450195,909345,"Compliant",53.21,1.19
23078,2016,"Multifamily LR (1-4)","Low-Rise Multifamily","Mary Ruth Manor","100 20th Ave. E.","Seattle","WA",98122,"3043200045",3,"Central",47.61866,-122.30572,1972,1,3,20368,0,20368,"Multifamily Housing","Multifamily Housing",20368,"",NA,"",NA,NA,"32",28.79999924,30.5,90.5,95.69999695,586848.1875,620477.875,0,171995.4063,586848,0,0,"Compliant",4.09,0.2
